incident_id,_anchor,facility_id,attack_type_de,result_de,description_de,full_discription_de
INC-179,Kamal Adwan Hospital,FAC-001,Schlag,"Am 17. Dezember wurde ein Angriff vor dem Westtor verübt, bei dem Berichten zufolge acht Palästinenser getötet wurden. Außerdem drangen Kugeln in die Intensivstation ein, wo sie einen Brand auslösten, sowie in die Geburtsstation und die chirurgische Fachabteilung.",,
INC-180,Kamal Adwan Hospital,FAC-001,Invasion,"Das Krankenhaus wurde von israelischen Streitkräften gestürmt und außer Betrieb gesetzt. Teile des Krankenhauses wurden bei dem Angriff niedergebrannt und schwer beschädigt, darunter das Labor, die chirurgische Abteilung, die Technik- und Instandhaltungsabteilung, der Operationssaal und das Medikamentenlager.",,
INC-181,Kamal Adwan Hospital,FAC-001,Streiks-Umgebung,indirekter Schaden am Gebäude,,
INC-182,Kuwait Field Hospital,ID Not Found,Betrieb eingestellt,"Der Betrieb wurde am 27. Mai eingestellt, zwei Mitarbeiter wurden in der Nähe des Krankenhaustors getötet.","Das Al-Kuwaiti-Krankenhaus in Rafah stellte am 27. Mai seinen Betrieb ein; laut Medienberichten, die sich auf den Direktor des Krankenhauses berufen, geschah dies, nachdem zwei medizinische Mitarbeiter bei einem Angriff auf das Krankenhaustor getötet wurden.",
INC-183,Kuwait Field Hospital,ID Not Found,Direkter Schlag,"Am 15. April wurde Berichten zufolge ein Mitarbeiter des kuwaitischen Feldlazaretts getötet und neun weitere medizinische Fachkräfte sowie Patienten verletzt, als der Hintereingang des Krankenhauses getroffen wurde.","Laut einer Pressemitteilung der Krankenhausleitung traf am Morgen eine Rakete den Nordeingang der Einrichtung, wobei ein Mitglied des medizinischen Personals getötet und neun (9) weitere Mitglieder des medizinischen Personals sowie Patienten verletzt wurden.",
INC-184,Kuwait Field Hospital,ID Not Found,Streiks,"Krankenhaustor getroffen, ein Arbeiter getötet und 4 Krankenwagen zerstört","Am 22. April wurde das Tor des kuwaitischen Feldlazaretts getroffen, wobei ein Mitarbeiter ums Leben kam und vier Krankenwagen zerstört wurden.",
INC-185,Kuwait Field Hospital,ID Not Found,Direkter Treffer (Umgebung),Chirurgische Eingriffe wurden aufgrund von Schäden am Krankenhausgenerator und anderen Abteilungen ausgesetzt.,"Am 17. Mai wurde Berichten zufolge ein Zelt von Binnenvertriebenen neben dem Feldlazarett Al Kuwaiti getroffen, wobei sechs Palästinenser getötet wurden. Das Krankenhaus gab daraufhin die Aussetzung aller Operationen bis auf Weiteres bekannt, da der Generator und andere Abteilungen des Krankenhauses schwer beschädigt worden waren. Am 19. Mai, nach teilweisen Reparaturen, nahm das Krankenhaus den Betrieb der chirurgischen Abteilung wieder auf, allerdings nur für Notfälle.",
INC-186,MSF Clinic,FAC-041,Panzerhülle,"Es entstanden Schäden am Gebäude, fünf Fahrzeuge von Ärzte ohne Grenzen wurden verbrannt und zerstört.","Am 20. November wurde eine Klinik von Ärzte ohne Grenzen (MSF) in Gaza-Stadt angegriffen. Das Gebäude wurde beschädigt, und fünf Fahrzeuge von MSF wurden durch Panzerbeschuss zerstört und verbrannt. Insgesamt befinden sich 21 Menschen in der Klinik und könnten in höchster Gefahr sein. Ihr Zustand ist unbekannt, warnte die Organisation.",
INC-187,MSF Premise 01,FAC-040,scharfe Munition,"Es wurde scharfe Munition in das Gebäude abgefeuert, in dem mehr als 100 Menschen, darunter medizinisches Personal und deren Familien, Schutz gesucht hatten.","Am 14. November meldeten Ärzte ohne Grenzen, dass in eines ihrer drei Gebäude (in der Nähe des Shifa-Krankenhauses) mit scharfer Munition geschossen worden war, wo mehr als 100 Menschen, darunter Mitarbeiter und deren Familien, Schutz gesucht hatten.",
INC-188,MSF Urgent Care Unit - Khan Younis,FAC-042,Luftangriff,"Am 1. April wurde ein Mitarbeiter von Ärzte ohne Grenzen, der in der Notfallambulanz von Ärzte ohne Grenzen arbeitete, zusammen mit seiner Frau und seiner 28-jährigen Tochter getötet.",Bei einem Luftangriff in Khan Younis im Gazastreifen wurde ein Mitarbeiter von Ärzte ohne Grenzen zusammen mit zwei Familienmitgliedern getötet. Die Kampfhandlungen dauern an und betreffen Zivilisten und medizinisches Personal.,
INC-189,Muhammad Al-Durrah Children's Hospital,FAC-012,Streik / Zwangsevakuierung,"Außer Betrieb, Patienten evakuiert","Zusammen mit 23 weiteren Krankenhäusern im nördlichen Gazastreifen, die Evakuierungsanordnungen erhielten und anhaltenden Einschüchterungen und gezielten Angriffen ausgesetzt waren. Vom 7. bis zum 12. Oktober wurde das Krankenhaus beschädigt und die Patienten mussten evakuiert werden.",
INC-190,Muhammad Al-Durrah Children's Hospital,FAC-012,Zwangsevakuierung,"Krankenhaus beschädigt, Patienten mussten evakuiert werden","Laut WHO war es eines von vier Krankenhäusern im nördlichen Gazastreifen, die evakuiert werden mussten.",
INC-191,Muhammad Al-Durrah Children's Hospital,FAC-012,Unbekannt,Am 23. April kam es bei Angriffen auf das Al-Durrah-Kinderkrankenhaus in Gaza-Stadt zu Schäden an der Intensivstation und den Solaranlagen des Krankenhauses.,,
INC-192,Muhammad Youssef Al-Najjar Hospital,FAC-018,Zwangsevakuierung,"Evakuierungsanordnung erlassen, die zur Evakuierung des Krankenhauses am 7. Mai führte","Die Dialyseabteilung des Krankenhauses war laut WHO die einzige, die in Gaza überlebte und für Patienten mit Nierenversagen lebenswichtig war. Nach der Evakuierung des Krankenhauses wurden 1.500 Patienten mit Nierenversagen, die zuvor dort behandelt worden waren, in andere Krankenhäuser verlegt.",
INC-193,Muhammad Youssef Al-Najjar Hospital,FAC-018,Zerstört,Krankenhaus nach vorangegangener Evakuierung weitgehend zerstört.,,
INC-194,Nasser Medical Complex,FAC-002,Luftangriff,"Der Eingang des Krankenhauses wurde getroffen, zwei Menschen wurden getötet und der Eingang wurde beschädigt.","Am 4. November wurden Berichten zufolge die Eingänge des Nasser-Kinderkrankenhauses und des Al-Quds-Krankenhauses in Gaza-Stadt bei israelischen Luftangriffen getroffen. Zwei Menschen wurden getötet, Dutzende verletzt, und die Eingänge der beiden Gesundheitseinrichtungen wurden beschädigt.",
INC-195,Nasser Medical Complex,FAC-002,Unbekannt,"Löcher in den Wänden mehrerer Räume, darunter auch eines Bildgebungsraums.","Auf den Aufnahmen sind offenbar umfangreiche Schäden zu erkennen, darunter Löcher in den Wänden mehrerer Räume, darunter auch eines, der für Bildaufnahmen genutzt wurde.",
INC-196,Nasser Medical Complex,FAC-002,Luftangriff,Drei Menschen starben und Dutzende wurden verletzt. Das Kinderkrankenhaus stellte nach erheblichen Schäden den Betrieb ein.,"Das Naser-Kinderkrankenhaus in Gaza-Stadt wurde bei einem Luftangriff getroffen, wobei Berichten zufolge drei Menschen getötet und Dutzende weitere verletzt wurden. Dies führte zur Einstellung des Krankenhausbetriebs.",
INC-197,Nasser Medical Complex,FAC-002,Belagerung / Einkesselung,Das Krankenhaus ist umzingelt.,"Bis Mittag hatten israelische Bodentruppen Berichten zufolge die Einkesselung von vier Krankenhäusern im An-Nasser-Viertel von Gaza-Stadt abgeschlossen. Eines davon, ein Kinderkrankenhaus, hatte seinen Betrieb am 9. November nach erheblichen Schäden eingestellt.",
INC-198,Nasser Medical Complex,FAC-002,Beschuss (Umgebung),"Es entstand Sachschaden, es wurden jedoch keine Verletzten gemeldet.","Am 9. Dezember wurde die Umgebung des Krankenhauses beschossen, wodurch Sachschaden entstand; es wurden keine Opfer gemeldet.",
INC-199,Nasser Medical Complex,FAC-002,Unbekannt (Umgebung),"Die Umgebung des Krankenhauses wurde angegriffen, wodurch Schäden entstanden.","Am 30. Oktober setzten israelische Streitkräfte zum zweiten Mal in Folge ihre Angriffe auf die Umgebung von Krankenhäusern fort und verursachten Schäden am An-Nasser-Krankenhaus, dem Türkischen Freundschaftskrankenhaus (dem einzigen Krebskrankenhaus) und einem UNRWA-Gesundheitszentrum.",
INC-200,Nasser Medical Complex,FAC-002,Bombardierung (Umgebung),Umgebung wiederholt bombardiert,"Am 13. Dezember wurde die Umgebung des Krankenhauses wiederholt bombardiert, wodurch der Zugang für Dutzende von Verletzten behindert wurde.",
INC-201,Nasser Medical Complex,FAC-002,Artilleriebeschuss,"Am 17. Dezember wurde das Gebiet mindestens zweimal getroffen. Eine Artilleriegranate schlug in die Geburtsstation ein, die Granate explodierte nicht, traf ein Kind am Kopf und tötete die 13-jährige Dina Lyad Abu Mohsen.","Das Krankenhaus wurde in der Nacht zum Montag von israelischer Artillerie beschossen, wobei ein junges Mädchen ums Leben kam, wie das palästinensische Gesundheitsministerium in Gaza mitteilte. In einer kurzen Erklärung auf Telegram hieß es, die 13-jährige Donia Abu Mohsen sei „gefallen und zu ihren Familienangehörigen gestoßen, nachdem das Entbindungsgebäude im Nasser-Klinikum angegriffen wurde“. Laut Ministerium verlor Donia im Krieg ihre Eltern und alle ihre Geschwister und war nach dem Verlust eines Beines bei einem früheren israelischen Luftangriff allein.",
INC-202,Nasser Medical Complex,FAC-002,Belagerung / Einkesselung / Scharfschützen,"Die Belagerung des Krankenhauses, in dem sich 300 medizinische Fachkräfte, 450 Verletzte und rund 10.000 Binnenvertriebene befanden, erfolgte durch die Einkesselung mit Militärfahrzeugen und Scharfschützen in der Umgebung. Berichten zufolge töteten israelische Scharfschützen 26 Zivilisten und verletzten 15 weitere. Einige Leichen blieben für das medizinische Personal unerreichbar und wurden von streunenden Tieren geschändet. Die humanitäre Lage verschärfte sich dramatisch: Sowohl dem medizinischen Personal als auch den Zivilisten gingen die Lebensmittel aus, Abwasser überflutete die Notaufnahme, und medizinische Abfälle türmten sich im Gebäude. Treibstoffmangel und der damit einhergehende Ausfall der Generatoren führten zum Tod eines zehnjährigen Jungen.","Am 21. Januar zeigte ein Video von Basam Yosef, wie israelische Panzer die Zufahrtsstraße zum Krankenhaus blockierten.
Am 22. Januar berichtete das Gesundheitsministerium per Telegramm, dass Bürger gezwungen seien, 40 Gefallene in einem Massengrab auf dem Krankenhaushof zu bestatten.
Am 23. Januar ordnete Israel die Evakuierung des umliegenden Gebiets des Krankenhauses an.
Am 24. Januar berichtete das OCHA, dass das Krankenhaus aufgrund der Einkesselung durch das israelische Militär und heftiger Kämpfe nur noch minimal funktionsfähig sei und weder Patienten noch Material aufnehmen könne.
Am 25. Januar erklärte der Sprecher des Gesundheitsministeriums, dass das Krankenhaus nur noch mit 10 % seiner normalen Kapazität arbeite und akuter Mangel an Lebensmitteln, Anästhetika und Schmerzmitteln herrsche. Der Treibstoffvorrat reiche nicht einmal für fünf Tage. Ärzte ohne Grenzen (MSF) erklärte am 26. Januar, dass das Krankenhaus, die zu diesem Zeitpunkt größte verbliebene Gesundheitseinrichtung, keine lebenswichtigen medizinischen Leistungen mehr erbringen könne.
Am 28. Januar gab der Sprecher des Gesundheitsministeriums bekannt, dass 150 Märtyrer im Hof ​​des Krankenhauses beerdigt worden seien und sich die Überreste von 30 unbekannten Märtyrern in der Leichenhalle befänden. Zudem seien die Wasserreservoirs durch Drohnen und Granatsplitter beschädigt worden, was zu Leckagen auf der Intensivstation und zu Wassermangel für die Dialyse geführt habe.
Am 29. Januar zeigten Videoaufnahmen aus dem Krankenhaus die Massenbestattung von 35 Märtyrern im Hof.
Am 30. Januar meldete das Büro für die Koordinierung der Koordinierungsstellen für die Koordinierung der Hohen Angelegenheiten (OCHA) Opfer infolge von Angriffen in der Nähe des Krankenhauses und in der Umgebung.
Am 31. Januar warnte das Gesundheitsministerium durch seinen offiziellen Sprecher vor einer möglichen Gesundheitskatastrophe aufgrund der Ansammlung von medizinischen Abfällen im Krankenhaus und der drohenden Lebensmittelknappheit.

Am 5. Februar zeigten Videoaufnahmen aus dem Krankenhaus, wie sich Rauch auflöste, der offenbar die Folgen eines Angriffs in der Nähe des Krankenhauses waren.
Am 6. Februar veröffentlichte das Gesundheitsministerium eine offizielle Erklärung, in der es mitteilte, dass die Belagerung des Krankenhauses das Leben von 300 medizinischen Mitarbeitern, 450 Verletzten und rund 10.000 Binnenvertriebenen gefährdete. Es gab weder Lebensmittel noch Medikamente, Schmerzmittel, Narkosemittel oder Ausrüstung für Operationen.
Im Verlauf der Belagerung häuften sich die Berichte über israelische Scharfschützen, die gezielt Menschen im und um das Krankenhaus beschossen. Am 7. Februar wurde Berichten zufolge eine palästinensische Frau erschossen, als sie angeblich Wasser vom Krankenhaus holte. Am darauffolgenden Tag, dem 8. Februar, wurde eine Krankenschwester im Operationssaal des Krankenhauses angeschossen und lebensgefährlich verletzt. Zusätzlich kam es zu zwei Vorfällen, bei denen israelische Streitkräfte auf eine Gruppe von Menschen am Eingang des Krankenhauses und eine weitere Gruppe in dessen Nähe feuerten und dabei vier bzw. drei Palästinenser töteten.
Am 9. Februar beschossen israelische Scharfschützen weiterhin Zivilisten in der Nähe des Krankenhauses, wobei zwei Palästinenser in der Nähe des Gebäudes getötet wurden. Gleichzeitig wurde die Umgebung des Krankenhauses wiederholt von den israelischen Streitkräften angegriffen.
Am 10. Februar meldete das Gesundheitsministerium anhaltendes Scharfschützenfeuer auf medizinisches Personal und Binnenvertriebene, die im Krankenhaus Schutz suchten. Beschossen wurden unter anderem der Eingang des Krankenhauses, verschiedene Gebäude und die Innenhöfe. Dabei kamen vier Palästinenser ums Leben.

Am selben Tag zeigen Videoaufnahmen aus dem Krankenhaus ein gepanzertes Fahrzeug der israelischen Armee und einen Bulldozer vor dem Krankenhaustor.
Am 11. Februar wurden Berichten zufolge zwei Palästinenser vor dem Krankenhaustor erschossen, einer von ihnen der Journalist Yasser Mamdouh. OCHA berichtete, dass mehrere Tote seit Tagen in der Nähe des Krankenhauses lagen und aufgrund anhaltender Angriffe nicht erreichbar waren. Am selben Tag zeigten Videoaufnahmen aus dem Krankenhaus die Leichen zweier Palästinenser mit der Bildunterschrift: „Leichen von Märtyrern, die die israelische Armee vor dem Krankenhauseingang hingerichtet und dem medizinischen Personal den Zugang verwehrt hat.“ Das Video zeigt Katzen, die an den Leichen fressen. Ebenfalls am selben Tag zeigten Videoaufnahmen aus dem Krankenhaus die Folgen eines Angriffs auf den Schlafsaal des medizinischen Personals.
Am 12. Februar meldete das Gesundheitsministerium sieben getötete und vierzehn verletzte Palästinenser durch Scharfschützenfeuer im Krankenhaushof. Dieselbe Behörde erklärte außerdem, dass dem medizinischen Personal, den Krankenhauspatienten und den Binnenvertriebenen die Lebensmittel ausgegangen seien.
Am 13. Februar teilte das Gesundheitsministerium mit, dass die israelischen Streitkräfte (IDF) die Evakuierung aller Binnenvertriebenen aus dem Krankenhaus angeordnet hätten. Weiterhin wurde berichtet, dass Angriffe auf nahegelegene Schulen und deren anschließende Brände den Lagerraum für medizinische Geräte des Krankenhauses vollständig zerstört hätten. Ärzte ohne Grenzen (MSF) berichtete, dass dem medizinischen Personal und den Patienten mitgeteilt wurde, dass sie mit maximal einer Begleitperson pro Patient im Krankenhaus bleiben dürften.
Die IDF zerstörten das Nordtor des Krankenhauses.
Am selben Tag wurden im Krankenhaus drei Palästinenser durch Scharfschützenfeuer getötet und zehn weitere verletzt. Ein zehnjähriges Kind kam ums Leben, als einem Generator der Treibstoff ausging und dieser seinen Betrieb einstellte.
Ein weiteres Video, das von Al Jazeera veröffentlicht wurde, zeigt ein palästinensisches Kind, das am Eingang des Krankenhauses von IDF-Scharfschützen erschossen wurde. Sein Körper war für das medizinische Personal unerreichbar und wurde von Katzen angefressen.",
INC-203,Nasser Medical Complex,FAC-002,Zwangsevakuierung,"Die israelischen Streitkräfte (IDF) ordneten die Evakuierung des Krankenhauses durch die Binnenvertriebenen an, was zur Vertreibung von über 8000 Palästinensern führte. Nur etwa 2500 Menschen blieben im Krankenhaus zurück, darunter Gesundheitspersonal und deren Familien, sowie rund 1500 Binnenvertriebene, Patienten und deren Betreuer.","Nach dem Evakuierungsbefehl der israelischen Armee an die Krankenhausleitung vom 13. Februar berichtete das Gesundheitsministerium, dass sich am 14. Februar nur noch 2500 Personen im Krankenhaus befanden, darunter etwa 1500 Binnenvertriebene, rund 490 Mitarbeiter des Gesundheitswesens mit ihren Familien sowie 600 Patienten mit ihren Begleitpersonen, darunter 18 Patienten auf der Intensivstation, 35 Dialysepatienten und drei Säuglinge in Inkubatoren.
Gegen 19:00 Uhr wurde ein gefesselter palästinensischer Gefangener, der mutmaßlich von der israelischen Armee mit einer Nachricht an die im Krankenhaus verbliebenen Binnenvertriebenen beauftragt worden war, Berichten zufolge erschossen.",
INC-204,Nasser Medical Complex,FAC-002,Überfall,"Nach einer über 23-tägigen Belagerung stürmte die israelische Armee das Krankenhaus. Dabei starben acht Patienten auf der Intensivstation, und etwa 200 Menschen, darunter 70 Verwaltungs- und medizinische Angestellte, wurden festgenommen. Am 23. April gaben die palästinensischen Behörden bekannt, dass die israelische Armee bis zu 310 Palästinenser in einem Massengrab im Krankenhaushof verscharrt hatte.","Am 15. Februar drang die israelische Armee (IDF) laut Angaben des Gesundheitsministeriums in das Krankenhaus ein, einschließlich der Geburtsstation. Das Ministerium berichtete außerdem, dass Hunderte von Patienten und Mitarbeitern in ein Gebäude innerhalb des Krankenhausgeländes verlegt wurden, wo es ihnen an Nahrung, Wasser und Säuglingsnahrung mangelte. Die Notstromaggregate des Krankenhauses waren ausgefallen, wodurch das Leben von sechs beatmeten Patienten auf der Intensivstation gefährdet war.
Am Morgen des 16. Februar meldete das Gesundheitsministerium den Tod von fünf Intensivpatienten aufgrund von Sauerstoffmangel. Die IDF ordnete zudem die Verlegung von Frauen und Kindern in die Geburtsstation an, die in eine Militärbaracke umgewandelt worden war.
Am 18. Februar verhörte die IDF einige medizinische Mitarbeiter, die gefesselt, geschlagen und ihrer Kleidung beraubt wurden.
Am 20. Februar war die Intensivstation nicht mehr funktionsfähig, und die Leichen von acht Patienten, die an Sauerstoffmangel gestorben waren, lagen dort und verwesten. Am 22. Februar meldete das Gesundheitsministerium, dass vier Militärfahrzeuge in das Krankenhaus eingefahren seien.
Am Abend desselben Tages meldete das Gesundheitsministerium, dass die israelischen Streitkräfte die Besetzung des Krankenhauses beendet und sich in der Umgebung neu positioniert hätten, wobei die Zufahrt weiterhin blockiert werde.

",
INC-205,Nasser Medical Complex,FAC-002,Direkter Schlag,"Bei einem Angriff auf die chirurgische Station des Klinikkomplexes kamen zwei Patienten ums Leben, 35 Betten wurden zerstört.","Am 23. März tötete ein Angriff auf die chirurgische Station des Naser Medical Complex in Khan Younis, dem derzeit größten Krankenhaus im Gazastreifen, zwei Patienten, darunter einen 16-jährigen Jungen, verletzte acht weitere und zerstörte 35 Betten für stationäre Patienten.",
INC-206,Nasser Medical Complex,FAC-002,Luftangriff,"40 Betten auf Normalstationen und 10 Intensivbetten außer Betrieb, zwei Tote (einer davon ein Journalist, der sich zum Zeitpunkt des Anschlags im Krankenhaus befand), 12 Verletzte","Der Leiter der Feldlazarette des Gesundheitsministeriums, Dr. Marwan Al-Hams, berichtete, dass dies der zweite Angriff auf das Nasser-Krankenhaus innerhalb von zwei Monaten sei. Dabei wurden 40 Betten auf Normalstationen und 10 Intensivbetten außer Betrieb gesetzt. Der Krankenhausdirektor informierte die WHO über zwei Tote und 12 Verletzte, darunter Patienten und medizinisches Personal. Der Journalist Hassan Salih wurde bei dem Angriff getötet, während er sich in seinem Krankenhausbett in Behandlung befand. Zuvor war ein Zelt für Journalisten angegriffen worden.",
INC-207,Nasser Medical Complex,FAC-002,Direkter Schlag,"Lager für Lieferungen und Lösungen getroffen, 30 % der Lagerhalle zerstört","Am 19. Mai wurde das Lager für medizinische Güter und Lösungen im Nasser-Medizinkomplex in Khan Younis angegriffen und zerstört. Es gab keine Verletzten. Laut WHO wurden rund 30 Prozent des Lagers zerstört. Das Lager war von der WHO errichtet worden und enthielt lebenswichtige Güter wie Infusionslösungen und Dialyselösungen. Medical Aid for Palestine (MAP) berichtete ebenfalls, dass der Angriff die wenigen verbliebenen Vorräte, darunter auch von MAP bereitgestellte lebenswichtige Materialien, unbrauchbar gemacht habe. MAP beschrieb die katastrophalen Zustände im Krankenhaus: „Patienten müssen auf den Fluren schlafen, die Betten sind über jeden verfügbaren Platz verstreut. Sechs Operationssäle sind im Dauerbetrieb, doch der ständige Zustrom von Verletzten übersteigt die Kapazität bei Weitem. Die Intensivstation, die für 12 Patienten ausgelegt ist, beherbergt nun mehr als 24. Nach den jüngsten Bombenangriffen, die die chirurgische Abteilung beschädigten, wurde ein Notaufbau errichtet, der jedoch nicht einmal grundlegende Standards erfüllt.“",
INC-208,Nasser Medical Complex,FAC-002,Evakuierungsanordnung,"Die Evakuierungsanordnung für das Gebiet um den Nassar Medical Complex bleibt bestehen, das Personal kann das Krankenhaus aufgrund von Sicherheitsbedenken und Treibstoffmangel nicht erreichen, die Geburtsstation ist seit dem 19. Juni geschlossen.","Am 18. Juni erklärte WHO-Generaldirektor Tedros Adhanom Ghebreyesus, dass das Krankenhaus unter enormem Druck stehe und mit akutem Materialmangel zu kämpfen habe. Das Krankenhaus befinde sich in einem Gebiet, für das eine Evakuierungsanordnung erlassen wurde, und viele Gesundheitspersonal könne es aus Sicherheitsgründen oder wegen fehlenden Treibstoffs nicht erreichen.",
INC-209,Nasser Medical Complex,FAC-002,Direkter Schlag,"Das Krankenhaus wurde von zwei Angriffen israelischer Streitkräfte getroffen, bei denen 22 Palästinenser getötet wurden, darunter zwei, die am 27. August ihren Verletzungen erlagen, wie das Gesundheitsministerium mitteilte.","Bei zwei Luftangriffen wurden 22 Palästinenser getötet, zwei von ihnen erlagen am 27. August ihren Verletzungen. Unter den Todesopfern befanden sich eine Fotojournalistin, vier Journalisten, ein Fahrer des palästinensischen Zivilschutzes (PCD), ein Arzt und drei weitere medizinische Fachkräfte. Über 30 Menschen wurden Berichten zufolge verletzt, darunter ein Arzt und eine Krankenschwester, schwerkranke Patienten, die in dem Komplex behandelt wurden, zwei Journalisten, ein Sanitäter des Palästinensischen Roten Halbmonds (PRCS) und sieben PCD-Beamte, die sich bei dem Versuch, Verletzte zu bergen und die Toten des ersten Angriffs zu bergen, live im Fernsehen verletzten.",
INC-210,Nasser Medical Complex,FAC-002,Scharfes Feuer / Schüsse,Ein Krankenpfleger wurde bei der Ausübung seines Dienstes im Krankenhaus durch einen Kopfschuss lebensgefährlich verletzt.,Am 29. September wurde im Nasser Medical Complex in Khan Younis ein Krankenpfleger bei der Ausübung seiner Tätigkeit im Krankenhaus durch einen Kopfschuss lebensgefährlich verletzt.,
INC-211,Nasser Medical Complex,FAC-002,Evakuierungsanordnung,Räumungsbefehl für das Gebiet um den Nassar-Medizinkomplex und israelische Truppen und Panzer im Gebiet,"Am 12. Juni wurde ein Vertreibungsbefehl für das Gebiet um den Nasser-Klinikkomplex erlassen, das letzte größere funktionierende Krankenhaus im südlichen Gazastreifen. Am selben Tag berichtete Medical Aid Palestine (MAP), dass sich israelische Panzer und Truppen in unmittelbarer Nähe des Krankenhauses befänden. Die Organisation warnte, dass Hunderttausende Menschen den Zugang zu lebenswichtiger Versorgung verlieren würden, sollte das Krankenhaus geschlossen werden, und die Folgen „katastrophal“ wären. Das Krankenhaus verfügt über 540 Betten, darunter 51 auf der Intensivstation, und ist laut MAP zu 150 Prozent ausgelastet. Dr. Mohammad Saqr, Pflegedirektor des Nasser-Klinikkomplexes, beschrieb gegenüber MAP die erschütternden Zustände und erklärte, dass man „in ihrer Verzweiflung Patienten auf Fluren und Balkonen unterbringen muss, da man sie nicht im Stich lassen kann“. Er fügte hinzu, dass die meisten der aufgenommenen Patienten durch direkte Scharfschützenangriffe in Kopf oder Brust verletzt worden seien und 95 Prozent der Patienten akut unterernährt seien.",
INC-212,Noura Al-Kaabi Specialist Dialysis Centre,FAC-043,nicht spezifiziert,zerstört,,
INC-213,Palestine Medical Relief Center for the Rehabilitation of the Disabled,FAC-026,Bombardierung,Das Gebäude wurde zerstört,,
INC-214,Patient Friends Association Hospital,FAC-028,unbekannt,Das Krankenhaus ist seit Anfang Februar aufgrund schwerer Schäden außer Betrieb.,,
INC-215,Patient Friends Association Hospital,FAC-028,evakuiert,Evakuiert aus Angst vor verstärkten militärischen Aktivitäten,,
INC-216,Primary Care Clinic,FAC-039,unbekannt,Zerstörung der Infrastruktur,"Drei Angriffe vom 30. bis 31. Oktober haben drei Gesundheitseinrichtungen betroffen, wobei eine Primärversorgungsklinik Berichten zufolge zerstört wurde.",
INC-217,Red Cross Field Hospital - Rafah,FAC-032,Schießen,Ein Mitarbeiter wurde während des Dienstes durch eine verirrte Kugel verletzt.,,
INC-218,Sheikh Hamad Hospital for Rehabilitation and Prosthetics,FAC-014,Evakuierung,"Außer Betrieb, Patienten evakuiert","Zusammen mit 23 weiteren Krankenhäusern im nördlichen Gazastreifen, die Evakuierungsanordnungen erhielten und anhaltenden Einschüchterungen und gezielten Angriffen ausgesetzt waren. Vom 7. bis zum 12. Oktober wurde das Krankenhaus beschädigt und die Patienten mussten evakuiert werden.",
INC-219,Sheikh Hamad Hospital for Rehabilitation and Prosthetics,FAC-014,unbekannt,"Krankenhaus beschädigt, Patienten mussten evakuiert werden","Laut WHO war es eines von vier Krankenhäusern im nördlichen Gazastreifen, die evakuiert werden mussten.",
INC-220,Sheikh Hamad Hospital for Rehabilitation and Prosthetics,FAC-014,Schlag,schwere Schäden und Störungen des Dienstes,,
INC-221,Turkish Friendship Hospital,FAC-022,Belagerung (Treibstoffknappheit),"Aufgrund der Belagerung ging dem Krankenhaus der Treibstoff aus, und es war gezwungen, den Großteil seiner Aktivitäten einzustellen.","Am 1. November ging dem türkisch-palästinensischen Freundschaftskrankenhaus in Gaza-Stadt der Treibstoff aus, sodass es gezwungen war, den Großteil seiner Aktivitäten einzustellen, wodurch 70 Krebspatienten in ernsthafte Lebensgefahr gerieten.",
INC-222,Turkish Friendship Hospital,FAC-022,Belagerung (Treibstoffknappheit),Aufgrund von Treibstoffmangel wurden große Teile des Krankenhausbetriebs eingestellt.,"Dr. Sobhu Skik, Generaldirektor des türkisch-palästinensischen Freundschaftskrankenhauses, erklärte über den offiziellen Social-Media-Account des Gesundheitsministeriums in Gaza, dass viele der vom Krankenhaus angebotenen Dienstleistungen eingestellt werden und andere innerhalb von 48 Stunden ausfallen könnten, wenn die Einrichtung keinen Treibstoff erhalte.",
INC-223,Turkish Friendship Hospital,FAC-022,Unbekannt (Umgebung),Die Angriffe auf die Umgebung des Krankenhauses führten zu einigen Schäden an den Gebäuden.,"Nachdem das Krankenhaus unter Treibstoffknappheit gelitten hatte, wurde der Angriff auf die Kirche von türkischen Beamten über das türkische Außenministerium verurteilt.",
INC-224,Turkish Friendship Hospital,FAC-022,Luftbombardierung,"Das dritte Stockwerk wurde getroffen und beschädigt, der Rauch verursachte Erstickungsanfälle und Panik unter dem medizinischen Personal und den Binnenvertriebenen.","Das Krankenhaus wurde die zweite Nacht in Folge getroffen. Es wurde direkt von einem Luftangriff getroffen, wobei das dritte Stockwerk beschädigt wurde und Rauch zu Atemnot und Panik unter den dort Schutz suchenden Mitarbeitern führte. Am 30. Oktober erklärte der Generaldirektor der WHO: „Krebspatienten sind ohnehin schon geschwächt, und es ist unerlässlich, alles zu tun, um sicherzustellen, dass sie die benötigte Versorgung erhalten. Es geht hier um Leben und Tod.“",
INC-225,Turkish Friendship Hospital,FAC-022,Bombardierung (Umgebung),In einem Bereich des Krankenhauses stürzte eine Wand ein; außerdem meldete die Krankenhausleitung Explosionsschäden an zwei Räumen sowie an der Sauerstoff- und Wasserversorgung.,"Berichten zufolge handelt es sich um das einzige spezialisierte Krebskrankenhaus im Gazastreifen. Ein Video zeigt, wie die Infrastruktur nach einem nahen Einschlag in dichte Rauchwolken gehüllt ist.",
